Product,Company,Category,Units Sold,Revenue,Cost of Goods Sold,Profit,Purchase Date,Customer Name,Customer State,Customer City,Customer Zip Code,Order ID
Green Tea,Coca-Cola,Tea,921,7783,2219,5564,2022-04-25,Thomas Watson,Iowa,Shermanburgh,31574,1-04-393256-9
Vodka,Dr. Pepper,Alcoholic,392,8514,4088,4426,2021-01-25,Bianca Shaw,Massachusetts,New Teresa,53737,0-657-54182-6
Green Tea,Dr. Pepper,Tea,406,4647,5136,-489,2021-02-15,Kayla Rojas,Wyoming,East Willie,48685,0-237-30237-3
Black Tea,Dr. Pepper,Tea,810,8063,7682,381,2022-08-06,Dennis Lee,New Hampshire,Elizabethport,65090,1-80356-073-8
Black Tea,Dr. Pepper,Tea,828,2215,5174,-2959,2021-07-21,Erica Brown,North Dakota,East James,41316,1-4549-6901-6
Energy Drink,Coca-Cola,Soft Drink,496,6350,4412,1938,2021-10-14,James Gibson DVM,Oklahoma,Belltown,07195,0-86677-563-3
Cola,Pepsi,Soft Drink,245,1556,5621,-4065,2020-07-17,Raymond Williams,North Dakota,Lake Whitney,38296,1-66031-802-5
Beer,Coca-Cola,Alcoholic,942,4850,3430,1420,2020-11-07,Haley Williams,Florida,Port Susan,55216,0-422-20134-0
Cola,Coca-Cola,Soft Drink,148,5217,6984,-1767,2020-09-16,Cynthia Mcmahon,Idaho,Jonesside,98523,1-399-37090-1
Black Tea,Coca-Cola,Tea,899,9692,1527,8165,2021-11-20,Cassie Santiago,Rhode Island,Nicoleview,97630,0-934686-27-0
Coffee,Pepsi,Coffee,522,3490,4314,-824,2021-09-10,John Knapp,Oklahoma,Nicolehaven,35917,1-4270-9806-9
Beer,Pepsi,Alcoholic,432,7224,1727,5497,2021-07-13,Jonathan Kane,West Virginia,Fernandezberg,08169,1-00-452628-8
Energy Drink,Pepsi,Soft Drink,828,7995,4415,3580,2021-09-29,Charles Soto,California,Farmerview,02642,1-62031-870-9
Cola,Dr. Pepper,Soft Drink,357,3049,6077,-3028,2020-01-24,Jessica Harris,Kansas,Port Jessicatown,80635,1-55223-208-5
Coffee,Dr. Pepper,Coffee,903,9862,5123,4739,2020-11-05,Christopher Parker,Minnesota,Chadview,99523,0-8450-1231-2
Vodka,Coca-Cola,Alcoholic,632,7046,7933,-887,2021-01-09,Joe Hale,West Virginia,South Zachary,84305,0-17-538472-X
Energy Drink,Coca-Cola,Soft Drink,358,2216,4617,-2401,2021-11-29,Randy Garcia,South Dakota,East Jeremyfurt,05196,1-106-39163-2
Wine,Dr. Pepper,Alcoholic,211,9360,3769,5591,2021-03-31,Joseph Ramirez,Minnesota,Lake Krystal,87777,1-369-02051-1
Lemonade,Pepsi,Soft Drink,957,4003,4960,-957,2020-03-21,Anne Aguirre,New Jersey,North Kimberlyfurt,83444,1-124-28904-6
Energy Drink,Coca-Cola,Soft Drink,464,7238,6840,398,2020-01-21,Paula Garcia,Texas,East Gregory,97148,1-02-025147-6
Herbal Tea,Dr. Pepper,Tea,894,4349,4523,-174,2022-03-02,Christina Clements,Colorado,West Ethanview,04216,1-192-54196-0
Cola,Coca-Cola,Soft Drink,883,3233,3535,-302,2022-12-16,Brett West,Iowa,New Tonya,55064,1-285-51813-6
Energy Drink,Pepsi,Soft Drink,932,8344,4854,3490,2022-03-10,Jesse Jones,Missouri,West Samuelborough,24091,1-75118-422-6
Beer,Pepsi,Alcoholic,334,4587,5388,-801,2023-05-03,John Hall,Missouri,New Mark,73173,1-4724-7246-2
Coffee,Dr. Pepper,Coffee,196,1947,1618,329,2023-01-26,Jacqueline Nelson,Minnesota,North Dana,99777,0-7190-6238-1
Herbal Tea,Pepsi,Tea,278,4132,829,3303,2020-01-07,Greg Alexander,Missouri,West Richard,82909,0-7313-0574-4
Black Tea,Dr. Pepper,Tea,999,6215,5157,1058,2021-11-09,Joseph Phelps,Delaware,Port Sarahside,55125,1-872965-38-5
Vodka,Dr. Pepper,Alcoholic,334,4045,1214,2831,2021-07-08,Ashley Riley,Georgia,Johnshire,67079,1-907827-21-8
Wine,Coca-Cola,Alcoholic,730,3195,7092,-3897,2022-04-10,Jose Brown,Florida,Port Frankshire,91764,1-5413-0472-1
Wine,Pepsi,Alcoholic,361,1990,4378,-2388,2021-06-04,Michael Smith,North Dakota,Robertborough,39553,1-76057-065-6
Energy Drink,Coca-Cola,Soft Drink,471,7639,3678,3961,2021-02-06,Sharon Rivera,Illinois,Watkinsfurt,02171,0-944093-42-6
Coffee,Dr. Pepper,Coffee,873,1715,4886,-3171,2022-02-16,Matthew Good,Alabama,New Dillon,01760,1-4287-1649-1
Cola,Coca-Cola,Soft Drink,130,4624,5934,-1310,2021-05-15,Helen Campbell,Minnesota,Stephensfort,57106,1-04-712965-5
Vodka,Pepsi,Alcoholic,536,7684,1541,6143,2021-03-29,Jessica Mitchell,Virginia,Michaelstad,04182,0-928996-77-8
Green Tea,Coca-Cola,Tea,556,7022,1785,5237,2020-11-29,Mr. Darius Peterson,South Carolina,North Dana,67104,1-03-575260-3
Cola,Pepsi,Soft Drink,805,1471,2818,-1347,2020-01-11,Frank Jones,Georgia,Lake Troyland,72594,0-18-138837-5
Cola,Coca-Cola,Soft Drink,842,6106,4614,1492,2022-12-12,Kelly Fox,Missouri,Nicoleport,85375,0-389-37711-2
Herbal Tea,Dr. Pepper,Tea,885,1405,1459,-54,2023-01-16,Alexandra Dorsey,New Hampshire,Juanmouth,84162,1-116-89297-9
Beer,Coca-Cola,Alcoholic,910,1998,4343,-2345,2020-05-28,Paula Jackson,North Dakota,South Bethanychester,72061,0-85757-250-4
Green Tea,Dr. Pepper,Tea,410,9716,2330,7386,2022-05-19,Christopher Smith,Mississippi,Portermouth,72416,1-386-11682-3
Wine,Pepsi,Alcoholic,878,2141,7364,-5223,2023-07-09,Eric Chavez,Arkansas,North Melissafort,26480,0-87800-370-3
Wine,Coca-Cola,Alcoholic,978,5114,534,4580,2022-04-02,Jack Jackson,North Carolina,New Scottborough,25729,0-12-951541-8
Cola,Pepsi,Soft Drink,564,2553,7144,-4591,2021-06-27,Marc Curtis,Kentucky,Lake Marktown,44141,0-674-62953-1
Herbal Tea,Coca-Cola,Tea,751,2463,7892,-5429,2021-01-15,Daryl Anderson,New Hampshire,Jessefort,48113,1-912239-73-6
Black Tea,Coca-Cola,Tea,954,2830,5687,-2857,2020-01-29,Mark Davila,Michigan,North Kimberlyfort,85245,0-14-758714-X
Coffee,Coca-Cola,Coffee,783,1339,6946,-5607,2020-02-06,Tammy Kelly,Oregon,South Ashley,20006,1-4258-6214-4
Vodka,Pepsi,Alcoholic,342,9336,5022,4314,2021-04-11,Phillip Rice,Michigan,East Madelinemouth,47415,1-162-21584-4
Coffee,Pepsi,Coffee,898,1477,5876,-4399,2021-01-20,Stephanie Melendez,Mississippi,North Robert,43223,0-8381-4413-6
Beer,Coca-Cola,Alcoholic,819,6362,6731,-369,2022-09-09,Julie Davis,Nevada,New Marissatown,16353,1-76948-414-0
Vodka,Dr. Pepper,Alcoholic,246,7549,3185,4364,2022-12-04,William Thompson,Vermont,West Melissa,31602,1-61358-445-8
Green Tea,Dr. Pepper,Tea,193,9467,6257,3210,2021-01-13,Karen Ayala,Connecticut,Brandonmouth,67659,0-88907-671-5
Green Tea,Coca-Cola,Tea,259,2791,4409,-1618,2021-05-23,Michael Smith,Nebraska,West Maureenport,19917,0-347-48324-0
Beer,Pepsi,Alcoholic,453,1074,7171,-6097,2021-12-12,Scott Jones,North Dakota,Alvarezhaven,38664,1-101-58385-1
Vodka,Pepsi,Alcoholic,457,5778,3197,2581,2023-07-28,Casey Bowman,New Jersey,Kennedyhaven,06320,0-7723-8527-0
Energy Drink,Coca-Cola,Soft Drink,175,9718,6178,3540,2020-09-03,Angela Alvarez,Kansas,Tiffanyville,45882,0-609-37433-8
Vodka,Coca-Cola,Alcoholic,753,8531,1451,7080,2020-12-15,Sean Barnett,Utah,North Jenniferport,99182,1-72196-788-5
Green Tea,Dr. Pepper,Tea,342,8267,896,7371,2021-10-09,Terry Green,Minnesota,Lake Amyburgh,45556,0-235-31797-7
Black Tea,Dr. Pepper,Tea,880,8993,6913,2080,2020-12-04,Samuel Pollard,Maine,South Annashire,20937,1-9774-3504-1
Beer,Pepsi,Alcoholic,934,1325,1496,-171,2023-03-15,Alec Stewart,Washington,Jonathanton,95535,1-988088-21-6
Coffee,Pepsi,Coffee,834,6592,6750,-158,2021-06-29,Stephanie Humphrey,Connecticut,Port Robert,03200,0-16-815782-9
Black Tea,Coca-Cola,Tea,112,7103,5772,1331,2021-10-14,Jesse Gregory,Ohio,Gregoryland,45075,0-646-15885-6
Vodka,Pepsi,Alcoholic,109,5191,6311,-1120,2020-12-28,Alejandro Blanchard,Georgia,Lake Natashaview,03737,1-00-497426-4
Herbal Tea,Pepsi,Tea,136,5904,7422,-1518,2020-03-16,William Moss,New Jersey,North Mark,64111,0-470-21978-5
Coffee,Pepsi,Coffee,946,9619,7018,2601,2020-12-11,Jessica Becker,Maine,North Jenniferview,19940,0-7990-9313-0
Coffee,Coca-Cola,Coffee,637,6383,3958,2425,2022-10-10,Wendy Lopez,Oregon,Hillstad,99940,0-422-24637-9
Coffee,Pepsi,Coffee,589,9079,7997,1082,2020-02-07,Gina Gallagher,Indiana,North Jennifer,20031,1-909125-34-2
Green Tea,Pepsi,Tea,724,3580,5049,-1469,2020-08-01,Jessica Brown,Michigan,Cheryltown,12386,0-487-42245-7
Vodka,Pepsi,Alcoholic,548,9545,1204,8341,2022-10-17,Joshua Perry II,North Dakota,East Nathaniel,76988,0-10-784612-8
Wine,Dr. Pepper,Alcoholic,201,5490,2357,3133,2022-04-09,Michael Taylor,New Mexico,North Tyler,49818,0-930684-13-3
Black Tea,Pepsi,Tea,616,6914,5058,1856,2023-04-24,Laurie Green,Kentucky,South Annette,72809,1-916286-79-8
Lemonade,Coca-Cola,Soft Drink,516,4275,2119,2156,2021-07-02,Natalie Delgado,Texas,West Joshua,97504,1-5295-0165-2
Coffee,Dr. Pepper,Coffee,658,2134,6174,-4040,2022-12-05,James Thomas,Missouri,Robinsonborough,65347,0-11-827647-6
Beer,Pepsi,Alcoholic,233,7103,2391,4712,2020-11-25,Sabrina Berry,South Dakota,Huertashire,60964,1-110-82446-7
Vodka,Pepsi,Alcoholic,487,6885,2361,4524,2022-09-29,Andrew Ortiz,Colorado,East Allisonfurt,36510,1-59317-214-1
Lemonade,Pepsi,Soft Drink,352,2654,3923,-1269,2023-06-29,Joshua Price,Florida,North Lisa,11028,0-10-467338-9
Lemonade,Pepsi,Soft Drink,207,3543,550,2993,2020-01-26,Danny Harding,North Dakota,Andersonland,51815,0-15-805714-7
Green Tea,Dr. Pepper,Tea,648,7083,2782,4301,2020-02-14,Christopher Villanueva,Washington,New Kimberlyburgh,02806,0-297-24057-9
Wine,Dr. Pepper,Alcoholic,699,6850,821,6029,2020-06-12,Diana Murphy,Minnesota,Padillaton,19590,0-295-04730-5
Black Tea,Coca-Cola,Tea,456,6408,2666,3742,2023-07-14,Michele Schmitt,Idaho,Tonimouth,19747,1-276-44517-2
Coffee,Dr. Pepper,Coffee,731,6471,3854,2617,2020-11-16,Carrie Chambers,Maine,Lake Jacobville,84152,0-695-94881-4
Wine,Pepsi,Alcoholic,422,8415,4271,4144,2021-06-12,Jonathan Bishop,Pennsylvania,New Emily,24161,1-71788-379-6
Herbal Tea,Pepsi,Tea,268,2564,3698,-1134,2020-07-30,Rebecca King,Arizona,Joelshire,15656,0-633-34362-5
Cola,Pepsi,Soft Drink,377,7767,3456,4311,2022-08-08,Brian Kent,Texas,Biancaview,96820,0-85949-721-6
Energy Drink,Coca-Cola,Soft Drink,135,4473,7932,-3459,2022-03-14,Curtis Jackson,Tennessee,Port Chelsea,89642,0-8228-6952-7
Energy Drink,Coca-Cola,Soft Drink,488,8484,5046,3438,2023-06-21,Edward Wade,Mississippi,East Gregoryville,66488,0-9903240-6-0
Beer,Dr. Pepper,Alcoholic,570,3655,1320,2335,2021-09-20,Dennis Williams,New Mexico,Maureenside,99290,1-239-90565-3
Energy Drink,Coca-Cola,Soft Drink,718,9175,2548,6627,2021-03-26,Tammy Edwards,Maryland,South Dawntown,26327,1-62174-084-6
Green Tea,Pepsi,Tea,138,8864,7834,1030,2021-05-18,Kathy Matthews,Arkansas,Lake Christina,72922,0-527-35678-6
Beer,Coca-Cola,Alcoholic,177,4398,7803,-3405,2021-08-09,Gary Stewart,Washington,Castillofurt,38023,0-319-82991-X
Black Tea,Dr. Pepper,Tea,260,6609,4746,1863,2021-07-04,Elizabeth Rogers,Minnesota,South Kristineberg,11892,0-303-73636-4
Green Tea,Pepsi,Tea,848,9113,7203,1910,2021-07-02,Jennifer Nash,Minnesota,Lake Michael,19872,1-273-18188-3
Beer,Pepsi,Alcoholic,395,1967,2335,-368,2021-06-05,Justin Marshall,Hawaii,Thompsonview,08504,1-166-87103-7
Energy Drink,Pepsi,Soft Drink,741,5519,1196,4323,2022-02-13,Darlene Reynolds,New Jersey,North Shane,47300,0-544-25272-1
Wine,Pepsi,Alcoholic,308,6711,7381,-670,2021-02-27,Heather Moss,North Carolina,Port Jesseton,07502,0-318-32352-4
Cola,Coca-Cola,Soft Drink,808,8092,1997,6095,2022-06-07,Patty Washington,Tennessee,Timothystad,57487,0-670-17922-1
Wine,Dr. Pepper,Alcoholic,677,2045,4126,-2081,2022-07-13,Elijah Erickson MD,North Dakota,Guerrerostad,05264,0-9758245-1-1
Coffee,Dr. Pepper,Coffee,460,1532,2942,-1410,2022-04-08,Andre Lopez,Michigan,Lake Elizabeth,23645,0-19-870966-8
Wine,Coca-Cola,Alcoholic,870,4292,5977,-1685,2021-07-28,Jaime Davis,Arizona,Lake Sharonfort,01977,1-5492-7139-3
Vodka,Pepsi,Alcoholic,921,4567,4161,406,2021-07-10,Jordan Roberts,Alabama,Kristyberg,20833,0-9943791-3-7
Beer,Pepsi,Alcoholic,188,5580,3982,1598,2023-06-18,Christopher Murphy,Minnesota,Port Maurice,41583,1-86948-012-0
Cola,Pepsi,Soft Drink,718,2694,4751,-2057,2022-03-02,Travis Espinoza,North Dakota,Millerfort,05071,0-283-76616-6
Beer,Coca-Cola,Alcoholic,772,8945,6095,2850,2021-02-04,Jason Sanchez,Georgia,Jacquelineberg,04336,0-7789-8205-X
Wine,Pepsi,Alcoholic,838,5540,1778,3762,2023-02-13,Betty Hess,Idaho,Rebeccabury,28792,1-114-70873-9
Herbal Tea,Coca-Cola,Tea,565,5871,1361,4510,2020-08-23,Heather Graves,Connecticut,Floresfurt,15548,1-272-51274-6
Herbal Tea,Pepsi,Tea,785,6412,2260,4152,2021-07-25,Thomas Wells,Arkansas,Jenkinsfurt,82220,1-290-59555-0
Beer,Dr. Pepper,Alcoholic,471,3487,3899,-412,2020-05-04,Lisa Santana,Oklahoma,Lake Andrew,86434,0-325-92513-5
Energy Drink,Pepsi,Soft Drink,586,8612,5534,3078,2023-07-27,Matthew Smith,West Virginia,Port Gregorymouth,48479,1-115-03925-3
Beer,Dr. Pepper,Alcoholic,285,7772,4631,3141,2020-08-29,Tina Shepherd,Hawaii,Jasonbury,46932,0-18-634144-X
Cola,Coca-Cola,Soft Drink,321,8701,6850,1851,2020-12-20,Dawn Johnson,Ohio,New John,03301,0-323-82470-6
Wine,Dr. Pepper,Alcoholic,100,4511,1978,2533,2020-03-07,Angela Ward,Nebraska,East Austinmouth,70806,1-56551-541-2
Wine,Coca-Cola,Alcoholic,621,6897,6143,754,2021-04-05,Francisco Hernandez,Connecticut,Warrenberg,11361,1-990874-43-6
Beer,Pepsi,Alcoholic,728,2768,4684,-1916,2022-02-25,Carlos Williams,North Dakota,Michaelfort,02097,0-303-50809-4
Black Tea,Coca-Cola,Tea,764,8623,3397,5226,2021-01-08,Kimberly Bradford,Indiana,Knightchester,02885,1-948794-05-5
Lemonade,Coca-Cola,Soft Drink,929,4967,5170,-203,2021-03-21,Brittany Shaw,Wisconsin,Daystad,84483,0-387-94545-8
Energy Drink,Pepsi,Soft Drink,709,3240,1173,2067,2021-12-17,Gregory Ellis,Wisconsin,East Barbara,97197,0-223-95038-6
Herbal Tea,Pepsi,Tea,808,6514,4265,2249,2020-08-01,Paula Jordan,Ohio,East Anthonyton,57057,1-947446-56-8
Coffee,Dr. Pepper,Coffee,914,7226,4788,2438,2021-02-12,Madison Atkinson,Connecticut,Johnsonchester,37165,1-954978-92-8
Wine,Coca-Cola,Alcoholic,468,7928,5007,2921,2022-07-01,Rebecca Sparks,Utah,Matthewchester,11536,0-350-16735-4
Vodka,Dr. Pepper,Alcoholic,834,2657,3066,-409,2021-11-26,Kevin Edwards,Oklahoma,Port Kelsey,29009,0-325-87614-2
Cola,Coca-Cola,Soft Drink,806,6452,4745,1707,2020-08-10,Phillip Espinoza,Vermont,Ricardoside,43708,0-490-21467-3
Lemonade,Pepsi,Soft Drink,325,8307,3351,4956,2023-07-07,Mark King,Alabama,Donnastad,40788,0-15-654360-5
Coffee,Coca-Cola,Coffee,120,6188,726,5462,2022-03-23,Donna Lopez DDS,Vermont,Port Kimberlyburgh,06079,1-354-28325-2
Wine,Pepsi,Alcoholic,615,7051,7389,-338,2022-05-23,Joseph Davis,Massachusetts,Selenaton,04636,1-5131-4343-3
Green Tea,Coca-Cola,Tea,550,1694,589,1105,2022-01-23,Michelle King,Ohio,Brentville,72670,1-339-88758-4
Herbal Tea,Coca-Cola,Tea,216,8679,4799,3880,2021-06-28,Kayla Mendoza,Rhode Island,Mckaybury,67625,0-86332-688-9
Coffee,Dr. Pepper,Coffee,355,1583,6127,-4544,2021-03-17,Susan Dominguez,North Dakota,West Jesseshire,89569,1-915811-16-3
Green Tea,Coca-Cola,Tea,387,8838,3278,5560,2021-08-05,Amy Mccormick,Illinois,Williamston,72153,0-231-68160-7
Energy Drink,Dr. Pepper,Soft Drink,873,9289,7086,2203,2021-08-22,Anthony Perez,Illinois,Fergusonton,48370,0-643-54098-9
Vodka,Dr. Pepper,Alcoholic,846,3927,7395,-3468,2020-01-07,Jesse Charles,Minnesota,Lovemouth,84669,1-83749-314-6
Green Tea,Coca-Cola,Tea,812,3997,932,3065,2020-05-18,Jason Norton,Rhode Island,East Renee,48358,0-202-58272-8
Black Tea,Pepsi,Tea,949,1551,7398,-5847,2020-12-25,Jacob Stone,South Carolina,Amyland,51034,1-926315-13-8
Lemonade,Dr. Pepper,Soft Drink,303,1784,2764,-980,2021-07-30,Patrick Mack,New Hampshire,Port Natasha,99827,0-482-87142-3
Lemonade,Pepsi,Soft Drink,827,6292,1338,4954,2020-12-03,Ronald Buck,Alaska,Jamesburgh,62126,0-563-36479-3
Coffee,Coca-Cola,Coffee,324,6219,573,5646,2021-06-20,Benjamin Jackson,New Jersey,East Laurenville,62973,0-7505-1234-2
Green Tea,Coca-Cola,Tea,778,3642,5509,-1867,2020-03-22,Isaiah Wright,Indiana,West Katrinahaven,23122,1-110-94860-3
Coffee,Pepsi,Coffee,320,8480,7478,1002,2023-05-20,Jamie Blackburn,Montana,North Ryanfurt,12383,1-86650-754-0
Wine,Pepsi,Alcoholic,289,9555,3285,6270,2020-09-16,Amanda Duncan,Wyoming,Rogersport,77187,0-7218-3549-X
Cola,Pepsi,Soft Drink,338,9690,7154,2536,2020-11-30,Ashley Miller,Wyoming,West Amanda,60026,1-9873-2796-9
Lemonade,Dr. Pepper,Soft Drink,968,8283,1016,7267,2021-09-25,Martin Cross,New Mexico,Porterbury,97687,1-933329-64-5
Green Tea,Coca-Cola,Tea,841,6354,2116,4238,2020-08-06,Michelle Anderson,Georgia,Cindytown,58598,1-4347-9209-9
Energy Drink,Dr. Pepper,Soft Drink,679,2727,7755,-5028,2021-01-12,Katie Morris,Arkansas,Lake Amy,32127,1-140-49633-6
Cola,Dr. Pepper,Soft Drink,233,8665,1962,6703,2020-07-16,Daniel Harrison,Pennsylvania,Port Danielmouth,55418,1-75883-950-3
Herbal Tea,Dr. Pepper,Tea,538,7048,5176,1872,2020-01-29,Stacy Smith,California,Oliviafort,52613,1-879767-05-8
Beer,Coca-Cola,Alcoholic,289,3618,7493,-3875,2021-08-13,Patricia Bailey,Wisconsin,Robertmouth,96810,1-304-26623-0
Herbal Tea,Dr. Pepper,Tea,848,8132,1499,6633,2020-09-15,Nancy Ford,West Virginia,North Michaelport,94540,0-88416-454-3
Herbal Tea,Pepsi,Tea,849,4471,5687,-1216,2021-02-06,Mark Ward,Georgia,East Alexisstad,31418,0-15-494394-0
Cola,Pepsi,Soft Drink,150,3877,6541,-2664,2020-04-17,Linda Mcdonald,Arkansas,South Allison,11245,0-684-88919-6
Energy Drink,Dr. Pepper,Soft Drink,798,2706,3579,-873,2023-06-11,Lee Walls,South Carolina,Lake Donaldberg,34749,0-287-48680-X
Herbal Tea,Pepsi,Tea,888,6057,2081,3976,2022-11-28,Jacob Bell,Vermont,South Jessicaville,73046,0-394-02110-X
Cola,Dr. Pepper,Soft Drink,924,3198,6014,-2816,2020-08-17,Deborah Tran,Oregon,Ericport,83125,0-7665-3239-9
Cola,Pepsi,Soft Drink,132,9871,2738,7133,2021-11-25,Karen Rivas,Montana,East Thomas,03255,0-08-076111-9
Coffee,Pepsi,Coffee,782,4157,3543,614,2021-11-02,Stacy Evans,Maine,Hughesside,76078,1-960017-51-9
Energy Drink,Coca-Cola,Soft Drink,632,9369,7529,1840,2023-03-31,Jason Ortiz,Wisconsin,North Kristina,50298,1-960936-07-7
Wine,Pepsi,Alcoholic,976,9652,6273,3379,2021-09-16,Colleen Miller,Louisiana,Port Elizabeth,80708,1-74148-712-9
Beer,Dr. Pepper,Alcoholic,285,2543,3459,-916,2020-05-21,John Lee,Hawaii,Lake Amber,73002,1-145-38881-7
Herbal Tea,Coca-Cola,Tea,424,7581,6804,777,2022-02-28,Edwin Nicholson,California,East James,19714,0-7138-0862-4
Wine,Dr. Pepper,Alcoholic,121,8304,3431,4873,2021-09-05,Ross Wyatt,Maine,North Donna,41969,1-63001-135-5
Herbal Tea,Coca-Cola,Tea,524,9091,4167,4924,2021-10-15,Sydney Walker,Indiana,Lake David,02828,1-57742-186-8
Cola,Coca-Cola,Soft Drink,248,7480,833,6647,2022-10-14,Elizabeth Shaw,Connecticut,Johnsonville,20012,1-75396-587-X
Wine,Coca-Cola,Alcoholic,752,1384,5568,-4184,2020-05-26,Christopher Houston,Florida,Williamview,86342,0-254-00948-4
Herbal Tea,Coca-Cola,Tea,386,3786,4548,-762,2023-06-08,Austin Palmer,Wisconsin,Danielburgh,82905,0-9517931-2-8
Vodka,Dr. Pepper,Alcoholic,494,9301,4543,4758,2021-05-02,Yolanda Frazier,Virginia,South Chelseaton,31711,0-575-69660-5
Green Tea,Pepsi,Tea,525,1774,1449,325,2020-07-07,Curtis Small,Nevada,Johnbury,78530,0-282-19113-5
Energy Drink,Dr. Pepper,Soft Drink,142,1060,5865,-4805,2020-07-04,Jerry Schwartz,Wisconsin,Cookside,64125,1-68096-682-0
Beer,Dr. Pepper,Alcoholic,909,8563,3707,4856,2020-05-25,Kelly Murray,Ohio,Scottland,04819,0-364-06877-9
Wine,Dr. Pepper,Alcoholic,596,6557,7038,-481,2023-05-25,Charles Wilson,California,South Matthew,06134,0-631-58415-3
Black Tea,Pepsi,Tea,693,1666,2969,-1303,2020-07-08,Darryl White,Kentucky,Lanefort,97776,0-331-67794-6
Wine,Pepsi,Alcoholic,278,9570,829,8741,2020-05-15,Haley Padilla,Alabama,East Marybury,47884,0-399-42645-0
Lemonade,Dr. Pepper,Soft Drink,133,8548,3323,5225,2022-07-03,Dr. Angela Clarke MD,Florida,West Amyhaven,04203,0-551-31760-4
Energy Drink,Pepsi,Soft Drink,422,7678,968,6710,2023-01-11,Kelsey Anderson,Missouri,South Richard,39213,1-144-68104-9
Vodka,Coca-Cola,Alcoholic,703,1480,1219,261,2023-07-15,Heather Murphy,New Mexico,Russellside,97860,1-77367-482-X
Green Tea,Pepsi,Tea,222,7695,2607,5088,2020-04-07,Ashley Reynolds,Florida,Duaneborough,88989,1-103-40445-8
Coffee,Coca-Cola,Coffee,890,7673,6439,1234,2022-02-06,Jacob Serrano,Mississippi,East Sherritown,58325,0-06-252662-6
Lemonade,Dr. Pepper,Soft Drink,521,8026,1984,6042,2021-05-11,Robert Lopez,Hawaii,Bryantberg,58819,0-07-626393-2
Wine,Pepsi,Alcoholic,760,6444,4838,1606,2023-07-11,Mark Turner,Nebraska,Bradleybury,70279,1-86937-611-0
Green Tea,Coca-Cola,Tea,430,8468,560,7908,2021-08-02,Eric Allen,Michigan,Paulchester,99602,0-9734501-4-2
Wine,Dr. Pepper,Alcoholic,514,2043,4893,-2850,2023-03-31,Laura Myers,Ohio,Jamieton,68052,0-9501326-4-0
Black Tea,Coca-Cola,Tea,226,3398,5171,-1773,2020-03-06,Kathy Madden,Missouri,Noblemouth,33397,0-949149-17-9
Coffee,Pepsi,Coffee,273,2898,2095,803,2020-02-15,Mrs. Stephanie Jackson,Colorado,Danieltown,53326,1-84495-153-7
Lemonade,Pepsi,Soft Drink,340,5804,3992,1812,2022-03-17,Amanda Clark,Oklahoma,Matthewville,29372,1-55832-777-0
Lemonade,Dr. Pepper,Soft Drink,189,6671,2049,4622,2021-11-05,Cindy Flynn,New Jersey,Williamside,94950,1-59283-108-7
Coffee,Coca-Cola,Coffee,366,7244,2613,4631,2020-12-31,Stephen Roberson,Maine,Diazborough,82569,0-10-077915-8
Green Tea,Pepsi,Tea,741,8265,905,7360,2020-08-02,Jeffrey Adams,Rhode Island,Gregoryport,91406,1-75950-379-7
Vodka,Coca-Cola,Alcoholic,861,9464,5895,3569,2021-08-15,Jamie Sexton,Kansas,Jenniferview,80644,1-920416-56-0
Green Tea,Pepsi,Tea,376,6339,5115,1224,2020-01-13,Miranda Johnson,Louisiana,East Jon,24450,0-934992-78-9
Vodka,Pepsi,Alcoholic,920,7517,4560,2957,2022-03-06,William Williams,Connecticut,Hendersonshire,84588,0-269-18763-4
Lemonade,Pepsi,Soft Drink,823,2198,6992,-4794,2021-02-18,Christopher Garcia,Colorado,South Benjaminview,29316,1-58305-670-X
Black Tea,Dr. Pepper,Tea,986,5201,3139,2062,2020-08-10,Gregory White,Washington,Port Michelle,84303,1-57437-622-5
Herbal Tea,Dr. Pepper,Tea,404,6294,2461,3833,2021-01-03,Sara Duncan,Louisiana,South Jaredburgh,05219,1-165-06282-8
Beer,Coca-Cola,Alcoholic,921,2105,679,1426,2022-02-18,Erica Lopez,Arizona,New Cathyview,52172,0-236-85624-3
Cola,Coca-Cola,Soft Drink,483,9113,7116,1997,2022-01-23,Mrs. Maria Carr,Illinois,Lake Martinmouth,26828,0-904874-94-X
Black Tea,Dr. Pepper,Tea,867,2931,7098,-4167,2020-12-24,Ashley Armstrong,Washington,Petersonville,06315,0-901641-89-8
Black Tea,Coca-Cola,Tea,423,2097,1326,771,2020-07-02,Mark Morales,South Dakota,Lake Jason,19794,0-7222-9553-7
Herbal Tea,Dr. Pepper,Tea,721,2266,1510,756,2022-06-14,Lynn Lindsey,Nebraska,East Jessicaport,81280,1-64013-545-6
Black Tea,Pepsi,Tea,251,7674,2752,4922,2022-01-01,Christopher Olsen,Virginia,Cherylstad,91307,1-85957-659-1
Coffee,Dr. Pepper,Coffee,952,5180,5300,-120,2020-03-20,David Stone,Iowa,Charlesville,97369,1-5256-8042-0
Coffee,Dr. Pepper,Coffee,498,6547,815,5732,2022-05-06,Chris Anderson DDS,Utah,Lake Tyler,72867,0-370-31330-5
Green Tea,Dr. Pepper,Tea,910,9753,3740,6013,2021-10-04,Cassandra Anderson,New Jersey,Henrymouth,42417,1-216-45735-2
Lemonade,Coca-Cola,Soft Drink,376,1075,6621,-5546,2020-01-15,Joseph Robinson,Delaware,Hugheshaven,84613,0-455-33161-8
